City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Huesca,ES,2022-12-15 21:15:35,42.1362,-0.4087,48.06,95,20,6.91
298,Slavyanka,RU,2022-12-15 21:15:35,42.8633,131.3847,7.65,51,0,13.87
299,Banda Aceh,ID,2022-12-15 21:15:36,5.5577,95.3222,76.98,86,99,3.85
300,Lake Charles,US,2022-12-15 21:12:01,30.2131,-93.2044,62.6,37,0,8.05
301,Nurota,UZ,2022-12-15 21:15:37,40.5614,65.6886,42.37,54,5,2.59
302,Paamiut,GL,2022-12-15 21:15:37,61.994,-49.6678,23.4,66,100,5.39
303,Pangnirtung,CA,2022-12-15 21:15:38,66.1451,-65.7125,23.0,86,100,16.11
304,Papara,BR,2022-12-15 21:15:39,-3.9839,-38.7273,81.0,64,100,6.4
305,Ranir Bazar,IN,2022-12-15 21:15:39,23.8333,91.3667,58.46,65,3,1.61
306,Gornopravdinsk,RU,2022-12-15 21:15:40,60.05,69.9,1.83,85,14,10.25
307,Purranque,CL,2022-12-15 21:15:40,-40.9167,-73.1667,69.13,31,96,8.05
308,Iqaluit,CA,2022-12-15 21:15:41,63.7506,-68.5145,17.33,86,75,0.0
309,Oxford,GB,2022-12-15 21:14:25,51.7522,-1.256,32.16,92,0,12.66
310,Chadiza,ZM,2022-12-15 21:15:42,-14.0678,32.4392,65.61,90,100,2.28
311,Acapulco,MX,2022-12-15 21:12:32,16.8634,-99.8901,82.22,69,0,5.75
312,Puerto Varas,CL,2022-12-15 21:15:43,-41.3195,-72.9854,62.82,59,0,12.66
313,Mount Darwin,ZW,2022-12-15 21:16:43,-16.7725,31.5838,71.37,71,67,2.42
314,Filadelfia,US,2022-12-15 21:15:34,39.9523,-75.1638,46.15,94,100,11.5
315,Pathein,MM,2022-12-15 21:16:44,16.7833,94.7333,71.28,87,100,3.78
316,Cap-Aux-Meules,CA,2022-12-15 21:16:44,47.3821,-61.8597,35.65,75,75,29.93
317,Domna,RU,2022-12-15 21:16:45,51.8971,113.1573,-8.97,63,43,6.71
318,Saint Marys,US,2022-12-15 21:16:45,30.7305,-81.5465,76.05,79,100,11.5
319,Vokhma,RU,2022-12-15 21:16:46,58.9303,46.7586,5.67,99,94,4.94
320,Ust-Karsk,RU,2022-12-15 21:16:46,52.7011,118.8077,-30.08,100,95,1.79
321,Liaozhong,CN,2022-12-15 21:16:46,41.5061,122.7242,9.99,38,1,5.12
322,Acajutla,SV,2022-12-15 21:16:47,13.5928,-89.8275,83.03,62,0,7.56
323,Ape,LV,2022-12-15 21:16:47,57.5393,26.6929,7.72,100,98,3.24
324,Marzuq,YE,2022-12-15 21:16:48,14.4,46.4667,59.36,37,44,3.0
325,Tobol,KZ,2022-12-15 21:16:48,52.6844,62.5794,-4.67,95,46,2.93
326,Tuatapere,NZ,2022-12-15 21:16:49,-46.1333,167.6833,62.82,82,62,1.72
327,Atar,MR,2022-12-15 21:16:49,20.5169,-13.0499,76.95,30,0,7.58
328,Rubik,AL,2022-12-15 21:16:50,41.7744,19.7861,56.34,89,93,3.8
329,Udachnyy,RU,2022-12-15 21:16:50,66.4167,112.4,-15.56,82,95,6.38
330,Yakeshi,CN,2022-12-15 21:16:50,49.2833,120.7333,-36.74,100,50,2.86
331,Alta Floresta,BR,2022-12-15 21:16:51,-9.8756,-56.0861,74.01,95,98,2.98
332,Anadyr,RU,2022-12-15 21:16:51,64.75,177.4833,16.3,85,40,31.32
333,Mabaruma,GY,2022-12-15 21:16:52,8.2,-59.7833,78.78,77,83,5.46
334,Aklavik,CA,2022-12-15 21:16:52,68.2191,-135.0107,-9.76,91,9,8.99
335,Kalaleh,IR,2022-12-15 21:16:53,37.3807,55.4916,51.4,87,100,0.0
336,Verkhniye Kigi,RU,2022-12-15 21:16:53,55.4083,58.6044,2.55,99,64,2.57
337,Hamilton,US,2022-12-15 21:13:33,39.1834,-84.5333,46.6,69,40,12.66
338,Qasigiannguit,GL,2022-12-15 21:16:54,68.8193,-51.1922,28.65,96,100,6.71
339,Rajmahal,IN,2022-12-15 21:16:54,25.05,87.8333,56.64,37,4,6.98
340,Bara,NG,2022-12-15 21:16:55,10.3744,10.7288,75.04,20,71,7.36
341,Ust-Nera,RU,2022-12-15 21:16:55,64.5667,143.2,-40.36,100,83,2.84
342,Marawi,PH,2022-12-15 21:16:56,7.9986,124.2928,67.86,89,100,1.77
343,Silver City,US,2022-12-15 21:16:56,32.7701,-108.2803,47.62,41,0,20.71
344,Cukai,MY,2022-12-15 21:16:57,4.25,103.4167,78.01,91,100,5.26
345,Taltal,CL,2022-12-15 21:16:57,-25.4,-70.4833,69.8,72,43,5.84
346,Beverley,GB,2022-12-15 21:16:57,53.8459,-0.4233,34.05,48,69,5.75
347,Mujiayingzi,CN,2022-12-15 21:16:58,42.1167,118.7833,0.48,54,29,6.22
348,Valley,US,2022-12-15 21:16:58,45.1277,-116.1262,20.75,67,74,4.56
349,Satun,TH,2022-12-15 21:16:59,6.8333,100.0,77.0,89,92,6.06
350,Sistranda,NO,2022-12-15 21:16:20,63.7256,8.834,30.16,70,100,13.65
351,Almaznyy,RU,2022-12-15 21:17:00,48.0448,40.045,30.96,88,100,13.47
352,Arawa,PG,2022-12-15 21:17:00,-6.2132,155.5367,80.4,82,64,1.79
353,Chirilagua,SV,2022-12-15 21:17:00,13.2203,-88.1386,91.09,47,0,4.61
354,Broome,US,2022-12-15 21:17:01,42.2506,-75.833,34.7,82,100,18.41
355,Viisoara,RO,2022-12-15 21:17:01,46.55,23.9167,37.0,93,49,1.57
356,Jumla,NP,2022-12-15 21:15:05,29.2747,82.1838,39.13,18,0,5.5
357,Brae,GB,2022-12-15 21:17:03,60.3964,-1.353,37.74,61,100,12.3
358,Alyangula,AU,2022-12-15 21:17:03,-13.8483,136.4192,83.32,74,100,9.42
359,Bilsanda,IN,2022-12-15 21:17:04,28.25,79.95,52.77,42,0,4.63
360,Bonanza,NI,2022-12-15 21:17:04,14.0289,-84.591,84.2,55,26,5.39
